name,is_animated,source_width,source_height,resized_width,resized_height,crop_top,crop_bottom,crop_left,crop_right,output_width,output_height,frame_count,duration_s,is_loop,released_on,discontinued_on,notes
doggo,1,500,281,183,103,0,2,0,0,183,101,18,2.07,0,2017-04-22,,
adminsdidwhat,0,178,100,178,100,0,0,0,0,178,100,,,,2017-05-02,2019-08-07,
airfist,0,1200,675,178,100,0,0,0,0,178,100,,,,2017-05-02,,
akkotears,1,400,400,150,150,0,2,0,0,150,148,23,1.44,1,2017-05-02,,
aliens,1,501,400,150,120,0,2,0,0,150,118,9,0.5,1,2017-05-02,,
angrypout,1,500,500,150,150,0,2,0,0,150,148,11,1,0,2017-05-02,,
annoyedkiki,0,150,110,150,110,0,0,0,0,150,110,,,,2017-05-02,,
arresteddevelopment,0,728,409,178,100,0,0,0,0,178,100,,,,2017-05-02,2019-08-07,
assman,0,516,440,150,128,0,0,0,0,150,128,,,,2017-05-02,,
awe,1,500,281,178,100,0,2,0,0,178,98,22,2.42,1,2017-05-02,,
biiru,0,150,138,150,138,0,0,0,0,150,138,,,,2017-05-02,,
blankblink,1,500,465,150,140,0,2,0,0,150,138,16,1.12,1,2017-05-02,,
blindinglight,0,300,295,150,148,0,0,0,0,150,148,,,,2017-05-02,2019-08-07,
cantbehelped,0,582,482,150,124,0,0,0,0,150,124,,,,2017-05-02,,
cateyes,0,129,158,129,158,0,0,0,0,129,158,,,,2017-05-02,,
comfortfood,1,500,273,178,97,0,2,0,0,178,95,15,1.46,1,2017-05-02,,
comfy,0,1188,667,178,100,0,0,0,0,178,100,,,,2017-05-02,,
cooresto,0,178,100,178,100,0,0,0,0,178,100,,,,2017-05-02,,
criticism,1,719,536,150,112,0,1,0,0,150,111,42,2.5,0,2017-05-02,,
cup7,0,150,150,150,150,0,0,0,0,150,150,,,,2017-05-02,,
cup8,0,129,144,129,144,0,0,0,0,129,144,,,,2017-05-02,2019-08-07,
cup9,0,150,111,150,111,0,0,0,0,150,111,,,,2017-05-02,2019-08-07,
datass,0,150,119,150,119,0,0,0,0,150,119,,,,2017-05-02,,
dejected,0,150,145,150,145,0,0,0,0,150,145,,,,2017-05-02,,
dekuhype,1,458,288,178,112,0,2,0,0,178,110,12,0.96,1,2017-05-02,,
dubs,0,129,152,129,152,0,0,0,0,129,152,,,,2017-05-02,2019-08-07,
eheheh,0,150,102,150,102,0,0,0,0,150,102,,,,2017-05-02,,
emiliaohdear,1,500,281,178,100,0,2,0,0,178,98,5,0.35,0,2017-05-02,,
emptyinside,1,885,720,150,122,0,2,0,0,150,120,10,0.8,0,2017-05-02,,
ero,0,728,410,178,100,0,0,0,0,178,100,,,,2017-05-02,,
everythingisfine,0,178,100,178,100,0,0,0,0,178,100,,,,2017-05-02,,
eyythisguy,0,150,133,150,133,0,0,0,0,150,133,,,,2017-05-02,,
feelingloved,0,150,127,150,127,0,0,0,0,150,127,,,,2017-05-02,,
fingertwirl,0,445,595,129,172,0,0,0,0,129,172,,,,2017-05-02,,
frockychou,0,1920,1080,178,100,0,0,0,0,178,100,,,,2017-05-02,2019-08-07,
fujoship,0,150,116,150,116,0,0,0,0,150,116,,,,2017-05-02,2019-08-07,
fujostare,0,728,410,178,100,0,0,0,0,178,100,,,,2017-05-02,,
gabdisgust,0,797,448,178,100,0,0,0,0,178,100,,,,2017-05-02,,
getout,0,178,116,178,116,0,0,0,0,178,116,,,,2017-05-02,,
girlishploy,0,150,102,150,102,0,0,0,0,150,102,,,,2017-05-02,2019-08-07,
happykaoru,0,1130,636,178,100,0,0,0,0,178,100,,,,2017-05-02,2019-08-07,
happyrem,0,150,126,150,126,0,0,0,0,150,126,,,,2017-05-02,2019-08-07,
headpat,1,720,306,235,100,0,2,0,0,235,98,98,7.76,1,2017-05-02,,
hellopolice,0,150,100,150,100,0,0,0,0,150,100,,,,2017-05-02,,
hisocuck,0,492,407,150,122,0,0,0,0,150,122,,,,2017-05-02,,
hisocuck_2,0,492,407,150,122,0,0,0,0,150,122,,,,2017-05-02,,Secondary image of #hisocuck. Shown on mouse over.
hugbear,1,500,281,178,100,0,2,0,0,178,98,26,1.25,0,2017-05-02,,
illyastare,0,150,142,150,142,0,0,0,0,150,142,,,,2017-05-02,,
instillfear,0,178,103,178,103,0,0,0,0,178,103,,,,2017-05-02,2019-08-07,
judgesucy,0,150,116,150,116,0,0,0,0,150,116,,,,2017-05-02,2019-08-07,
kannathumbs,0,557,602,150,162,0,0,0,0,150,162,,,,2017-05-02,,
kanyehidouyo,0,129,145,129,145,0,0,0,0,129,145,,,,2017-05-02,,
killitwithfire,0,150,118,150,118,0,0,0,0,150,118,,,,2017-05-02,,
kms,0,150,104,150,104,0,0,0,0,150,104,,,,2017-05-02,,
konhug,0,503,480,150,143,0,0,0,0,150,143,,,,2017-05-02,,
konosubawot3,0,270,309,129,148,0,0,0,0,129,148,,,,2017-05-02,,
KUSOTTARE,0,728,407,178,100,0,0,0,0,178,100,,,,2017-05-02,,
lewdgyaru,0,150,112,150,112,0,0,0,0,150,112,,,,2017-05-02,,
lifeishard,0,300,300,150,150,0,0,0,0,150,150,,,,2017-05-02,,
loli_ok,0,150,134,150,134,0,0,0,0,150,134,,,,2017-05-02,,
lolipolice,1,640,360,178,100,0,2,0,0,178,98,6,0.36,1,2017-05-02,,
loliwave,0,598,779,129,168,0,0,0,0,129,168,,,,2017-05-02,,
lwahorror,1,480,270,178,100,0,2,0,0,178,98,20,2,0,2017-05-02,,
lwahorror2,1,178,100,178,100,0,2,0,0,178,98,17,1.7,0,2017-05-02,2019-08-07,
makicry,0,129,149,129,149,0,0,0,0,129,149,,,,2017-05-02,,
mangaka,0,1440,810,178,100,0,0,0,0,178,100,,,,2017-05-02,,
mashiroglare,1,675,380,178,100,0,2,0,0,178,98,17,0.68,0,2017-05-02,,
megubeer,0,1226,704,178,102,0,0,0,0,178,102,,,,2017-05-02,2019-08-07,
megushock,0,150,144,150,144,0,0,0,0,150,144,,,,2017-05-02,,
mindblank,0,150,125,150,125,0,0,0,0,150,125,,,,2017-05-02,,
mmmmyrgh,0,728,410,178,100,0,0,0,0,178,100,,,,2017-05-02,,
modabuse,1,736,720,150,147,0,2,0,0,150,145,9,0.8,1,2017-05-02,,
modsalute,0,1195,1004,150,126,0,0,0,0,150,126,,,,2017-05-02,,
morethanonewaifu,0,150,109,150,109,0,0,0,0,150,109,,,,2017-05-02,,
mug10,0,129,155,129,155,0,0,0,0,129,155,,,,2017-05-02,2019-08-07,
mug8,0,150,142,150,142,0,0,0,0,150,142,,,,2017-05-02,,
mug9,0,170,235,129,178,0,0,0,0,129,178,,,,2017-05-02,,
naziloli,0,178,100,178,100,0,0,0,0,178,100,,,,2017-05-02,2019-08-07,
nerr,0,150,122,150,122,0,0,0,0,150,122,,,,2017-05-02,2019-08-07,
nichijouthumbs,0,300,274,150,137,0,0,0,0,150,137,,,,2017-05-02,,
nicoisdone,0,129,151,129,151,0,0,0,0,129,151,,,,2017-05-02,,
niconoo,0,150,102,150,102,0,0,0,0,150,102,,,,2017-05-02,2019-08-07,
nosenpai,0,710,720,150,152,0,0,0,0,150,152,,,,2017-05-02,,
nottodisushittoagen,0,728,413,178,101,0,0,0,0,178,101,,,,2017-05-02,,
nyanpasu,1,239,270,150,171,0,2,0,0,150,169,23,2.64,0,2017-05-02,,
ohdear,0,129,159,129,159,0,0,0,0,129,159,,,,2017-05-02,2019-08-07,
ohfuck,0,178,100,178,100,0,0,0,0,178,100,,,,2017-05-02,,
ohshit,0,1280,720,178,100,0,0,0,0,178,100,,,,2017-05-02,2019-08-07,
ok_hand,0,728,410,178,100,0,0,0,0,178,100,,,,2017-05-02,,
peacepeace,0,728,410,178,100,0,0,0,0,178,100,,,,2017-05-02,,
protest,0,1280,720,178,100,0,0,0,0,178,100,,,,2017-05-02,,
ptsd,0,728,410,178,100,0,0,0,0,178,100,,,,2017-05-02,,
rec,0,728,421,178,103,0,0,0,0,178,103,,,,2017-05-02,2019-08-07,
sadholo,0,868,489,178,100,0,0,0,0,178,100,,,,2017-05-02,,
saikikek,0,728,410,178,100,0,0,0,0,178,100,,,,2017-05-02,,
salt,1,500,281,178,100,0,2,0,0,178,98,12,0.84,1,2017-05-02,,
salutegeo,1,480,270,178,100,0,2,0,0,178,98,13,1.3,0,2017-05-02,,
selfcontrol,0,150,116,150,116,0,0,0,0,150,116,,,,2017-05-02,,
shh,0,1596,896,178,100,0,0,0,0,178,100,,,,2017-05-02,,
shhbabe,0,728,410,178,100,0,0,0,0,178,100,,,,2017-05-02,,
shitposting,1,500,281,178,100,0,2,0,0,178,98,20,2.6,1,2017-05-02,,
sideeyes,0,400,500,129,161,0,0,0,0,129,161,,,,2017-05-02,,
sleepingcutie,0,2560,1440,178,100,0,0,0,0,178,100,,,,2017-05-02,,
smugrose,0,150,111,150,111,0,0,0,0,150,111,,,,2017-05-02,,
sowwy,0,728,710,150,146,0,0,0,0,150,146,,,,2017-05-02,,
squee,1,541,304,178,100,0,2,0,0,178,98,17,1.7,0,2017-05-02,,
surprisedhifumi,0,150,120,150,120,0,0,0,0,150,120,,,,2017-05-02,2019-08-07,
sweating,0,400,236,178,105,0,0,0,0,178,105,,,,2017-05-02,,
taigaheadache,0,150,116,150,116,0,0,0,0,150,116,,,,2017-05-02,2019-08-07,
teekyuuhype,0,178,107,178,107,0,0,0,0,178,107,,,,2017-05-02,,
terror,1,500,281,178,100,0,2,0,0,178,98,24,2.4,0,2017-05-02,,
tomato,0,900,810,150,135,0,0,0,0,150,135,,,,2017-05-02,,
towel,0,484,630,129,168,0,0,0,0,129,168,,,,2017-05-02,,
trynottocry,1,720,404,178,100,0,2,0,0,178,98,20,2,0,2017-05-02,,
urarahype,0,150,139,150,139,0,0,0,0,150,139,,,,2017-05-02,,
usamiwink,0,150,110,150,110,0,0,0,0,150,110,,,,2017-05-02,2019-08-07,
uwaa,0,150,113,150,113,0,0,0,0,150,113,,,,2017-05-02,,
wallpunch,1,1000,720,150,108,0,2,0,0,150,106,9,0.9,0,2017-05-02,,
whatdidijustread,0,728,409,178,100,0,0,0,0,178,100,,,,2017-05-02,,
whisperwhisper,0,178,108,178,108,0,0,0,0,178,108,,,,2017-05-02,,
wideeyed,0,1440,810,178,100,0,0,0,0,178,100,,,,2017-05-02,2019-08-07,
wow,1,450,253,178,100,0,2,0,0,178,98,28,1.68,0,2017-05-02,,
zetsuboushta,0,150,128,150,128,0,0,0,0,150,128,,,,2017-05-02,2019-08-07,
mugistronk,0,696,720,145,150,0,0,0,0,145,150,,,,2018-05-09,,
dancewithit,1,134,245,98,179,0,0,0,0,98,179,30,2.4,0,2018-07-04,,
lesbians,0,1280,720,180,101,0,0,0,0,180,101,,,,2018-09-13,,
konosubawot4,0,543,697,129,166,0,0,0,0,129,166,,,,2018-10-28,,
absolutely,0,1024,576,178,100,0,0,0,0,178,100,,,,2019-08-07,,
ama,0,1280,720,178,100,0,0,0,0,178,100,,,,2019-08-07,,
angryfeline,0,925,520,178,100,0,0,0,0,178,100,,,,2019-08-07,,
angryheadgrab,0,1920,1080,178,100,0,0,0,0,178,100,,,,2019-08-07,,
animatedthink,1,1278,720,185,104,0,0,0,0,185,104,7,1.17,0,2019-08-07,,
araara,0,960,540,178,100,0,0,0,0,178,100,,,,2019-08-07,,
atthewindow,0,1366,768,178,100,0,0,0,0,178,100,,,,2019-08-07,,
azusalaugh,1,240,291,128,155,0,0,0,0,128,155,23,2.3,1,2019-08-07,,
bacchiri,0,563,675,125,150,0,0,0,0,125,150,,,,2019-08-07,,
backfired,0,632,720,132,150,0,0,0,0,132,150,,,,2019-08-07,,
badday,1,480,360,160,120,0,0,0,0,160,120,19,2.39,0,2019-08-07,,
badnews,0,1280,720,178,100,0,0,0,0,178,100,,,,2019-08-07,,
bakabakashii,0,1920,1080,178,100,0,0,0,0,178,100,,,,2019-08-07,,
bigshock,0,1000,758,148,112,0,0,0,0,148,112,,,,2019-08-07,,
binoculars,0,128,128,128,128,0,0,0,0,128,128,,,,2019-08-07,,
bookburning,0,584,436,150,112,0,0,0,0,150,112,,,,2019-08-07,,
bruh,0,682,575,144,121,0,0,0,0,144,121,,,,2019-08-07,,
cackle,0,1280,720,178,100,0,0,0,0,178,100,,,,2019-08-07,,
cheekychika,0,889,718,144,116,0,0,0,0,144,116,,,,2019-08-07,,
chiochanvictory,0,1536,1024,150,100,0,0,0,0,150,100,,,,2019-08-07,,
chitosesmug,0,986,764,150,116,0,0,0,0,150,116,,,,2019-08-07,,
comehere,0,1280,720,178,100,0,0,0,0,178,100,,,,2019-08-07,,
congratulations,1,497,338,160,109,0,0,0,0,160,109,24,2.4,1,2019-08-07,,
cosy,0,948,634,150,100,0,0,0,0,150,100,,,,2019-08-07,,
cultured,0,1280,720,178,100,0,0,0,0,178,100,,,,2019-08-07,,
dame,0,1280,720,178,100,0,0,0,0,178,100,,,,2019-08-07,,
dead,0,1200,675,178,100,0,0,0,0,178,100,,,,2019-08-07,,
deadlystare,0,1024,577,177,100,0,0,0,0,177,100,,,,2019-08-07,,
deflate,1,638,360,184,104,0,0,0,0,184,104,46,4.6,0,2019-08-07,,
deletethis,0,1174,1028,138,121,0,0,0,0,138,121,,,,2019-08-07,,
delicious,0,1920,1080,178,100,0,0,0,0,178,100,,,,2019-08-07,,
delighted,1,768,720,160,150,0,0,0,0,160,150,34,1.27,1,2019-08-07,,
dighole,1,398,225,184,104,0,0,0,0,184,104,8,0.8,1,2019-08-07,,
disagree,1,864,720,176,147,0,0,0,0,176,147,28,3.54,1,2019-08-07,,
done,0,954,768,144,116,0,0,0,0,144,116,,,,2019-08-07,,
dontgetit,1,590,333,184,104,0,0,0,0,184,104,25,1.75,1,2019-08-07,,
drink2,0,782,440,178,100,0,0,0,0,178,100,,,,2019-08-07,,
drool,0,1100,768,158,110,0,0,0,0,158,110,,,,2019-08-07,,
drunkhisone,0,1076,605,178,100,0,0,0,0,178,100,,,,2019-08-07,,
eh,0,1920,1080,178,100,0,0,0,0,178,100,,,,2019-08-07,,
elderlylove,0,1920,1080,178,100,0,0,0,0,178,100,,,,2019-08-07,,
elves,0,720,405,178,100,0,0,0,0,178,100,,,,2019-08-07,,
exasperated,0,1024,766,150,112,0,0,0,0,150,112,,,,2019-08-07,,
excitedmao,0,1064,768,152,110,0,0,0,0,152,110,,,,2019-08-07,,
f5,0,862,514,168,100,0,0,0,0,168,100,,,,2019-08-07,,
facepalm2,0,1920,1080,178,100,0,0,0,0,178,100,,,,2019-08-07,,
fightme,0,1920,1080,178,100,0,0,0,0,178,100,,,,2019-08-07,,
finethen,0,412,467,132,150,0,0,0,0,132,150,,,,2019-08-07,,
fish,0,1920,1080,178,100,0,0,0,0,178,100,,,,2019-08-07,2019-09-10,
floweryhug,1,1920,1080,184,104,0,0,0,0,184,104,60,2.5,0,2019-08-07,,
flustered,1,1160,720,168,104,0,0,0,0,168,104,8,1.33,1,2019-08-07,,
foldedarms,0,1429,1080,148,112,0,0,0,0,148,112,,,,2019-08-07,,
frustrated,1,658,371,184,104,0,0,0,0,184,104,10,0.42,1,2019-08-07,,
funky,0,1034,768,148,110,0,0,0,0,148,110,,,,2019-08-07,,
fuukothumbsup,1,643,720,136,152,0,0,0,0,136,152,19,1.58,0,2019-08-07,,
gasp,0,1920,1080,178,100,0,0,0,0,178,100,,,,2019-08-07,,
girlslastdab,0,1115,744,150,100,0,0,0,0,150,100,,,,2019-08-07,,
godisdead,0,1280,720,178,100,0,0,0,0,178,100,,,,2019-08-07,,
grandhype,0,1366,768,178,100,0,0,0,0,178,100,,,,2019-08-07,,
grandmawhy,0,1280,720,178,100,0,0,0,0,178,100,,,,2019-08-07,,
gunfire,1,1084,717,184,122,0,0,0,0,184,122,34,1.38,1,2019-08-07,,
haaaaaaah,0,960,540,178,100,0,0,0,0,178,100,,,,2019-08-07,,
happyclap,1,638,360,184,104,0,0,0,0,184,104,6,0.25,1,2019-08-07,,
happyhug,0,1280,720,178,100,0,0,0,0,178,100,,,,2019-08-07,,
hardthink,0,660,660,140,140,0,0,0,0,140,140,,,,2019-08-07,,
harukathink,0,358,513,112,160,0,0,0,0,112,160,,,,2019-08-07,,
harukathonk,0,369,318,140,121,0,0,0,0,140,121,,,,2019-08-07,,
headrub,1,798,450,184,104,0,0,0,0,184,104,9,1.08,1,2019-08-07,,
headshake,1,758,428,184,104,0,0,0,0,184,104,8,0.34,1,2019-08-07,,
hearteyes,0,1280,720,178,100,0,0,0,0,178,100,,,,2019-08-07,,
heavydrinker,0,731,544,148,110,0,0,0,0,148,110,,,,2019-08-07,,
hideintoilet,0,1280,720,178,100,0,0,0,0,178,100,,,,2019-08-07,,
hikariactually,0,400,323,144,116,0,0,0,0,144,116,,,,2019-08-07,,
holdback,0,960,540,178,100,0,0,0,0,178,100,,,,2019-08-07,,
holdup,0,1280,720,178,100,0,0,0,0,178,100,,,,2019-08-07,,
hypeeyes,0,1280,720,178,100,0,0,0,0,178,100,,,,2019-08-07,,
indexsmugshrug,0,1366,768,178,100,0,0,0,0,178,100,,,,2019-08-07,,
isthisameme,0,1594,1199,149,112,0,0,0,0,149,112,,,,2019-08-07,,
jashinsip,0,396,395,140,140,0,0,0,0,140,140,,,,2019-08-07,,
jawdrop,0,1366,768,178,100,0,0,0,0,178,100,,,,2019-08-07,,
justright,0,1920,1080,178,100,0,0,0,0,178,100,,,,2019-08-07,,
kaguyashaking,1,632,456,176,127,0,0,0,0,176,127,2,0.14,1,2019-08-07,,
kaguyasigh,1,343,393,152,174,0,0,0,0,152,174,19,1.33,0,2019-08-07,,
kawaii,0,687,386,178,100,0,0,0,0,178,100,,,,2019-08-07,,
lalahmm,0,496,496,140,140,0,0,0,0,140,140,,,,2019-08-07,,
laststraw,1,495,495,152,152,0,0,0,0,152,152,37,2.59,0,2019-08-07,,
lifedrained,0,337,382,132,150,0,0,0,0,132,150,,,,2019-08-07,,
lolifightsback,0,1280,720,178,100,0,0,0,0,178,100,,,,2019-08-07,,
lolismile,0,761,660,140,121,0,0,0,0,140,121,,,,2019-08-07,,
longday,0,1366,768,178,100,0,0,0,0,178,100,,,,2019-08-07,,
lost,0,960,718,150,112,0,0,0,0,150,112,,,,2019-08-07,,
loveisatrap,0,400,400,140,140,0,0,0,0,140,140,,,,2019-08-07,,
luckytehe,0,1280,720,178,100,0,0,0,0,178,100,,,,2019-08-07,,
lyingawake,0,1366,768,178,100,0,0,0,0,178,100,,,,2019-08-07,,
maxshock,1,958,718,176,132,0,0,0,0,176,132,40,3,1,2019-08-07,,
mayushii,0,1920,1080,178,100,0,0,0,0,178,100,,,,2019-08-07,,
megadeathparty,1,498,281,184,104,0,0,0,0,184,104,21,2.1,1,2019-08-07,,
mentioned,1,1276,720,184,104,0,0,0,0,184,104,70,2.91,0,2019-08-07,,
merch,0,668,877,122,160,0,0,0,0,122,160,,,,2019-08-07,,
micdrop,1,350,244,176,123,0,0,0,0,176,123,36,1.44,0,2019-08-07,,
mindmelt,0,1280,720,178,100,0,0,0,0,178,100,,,,2019-08-07,,
mmph,0,1067,798,150,112,0,0,0,0,150,112,,,,2019-08-07,,
morecomfy,0,860,484,178,100,0,0,0,0,178,100,,,,2019-08-07,,
mugipout,0,500,500,140,140,0,0,0,0,140,140,,,,2019-08-07,,
mugiwait,0,826,1079,122,160,0,0,0,0,122,160,,,,2019-08-07,,
neat,1,503,720,120,172,0,0,0,0,120,172,12,1,0,2019-08-07,,
nobully,0,906,1192,122,160,0,0,0,0,122,160,,,,2019-08-07,,
nonnonbino,0,1034,768,148,110,0,0,0,0,148,110,,,,2019-08-07,,
nononono,1,1276,720,184,104,0,0,0,0,184,104,30,4.08,1,2019-08-07,,
nooo,0,500,281,178,100,0,0,0,0,178,100,,,,2019-08-07,,
norice,0,733,861,128,150,0,0,0,0,128,150,,,,2019-08-07,,
notlewd,0,624,624,140,140,0,0,0,0,140,140,,,,2019-08-07,,
ookii,0,720,480,150,100,0,0,0,0,150,100,,,,2019-08-07,,
outofplace,0,960,718,150,112,0,0,0,0,150,112,,,,2019-08-07,,
panickedgakuto,0,1134,756,150,100,0,0,0,0,150,100,,,,2019-08-07,,
piracy,0,1280,720,178,100,0,0,0,0,178,100,,,,2019-08-07,,
pointandlaugh,1,445,247,184,102,0,0,0,0,184,102,63,5.04,1,2019-08-07,,
popcorn2,0,351,319,133,121,0,0,0,0,133,121,,,,2019-08-07,,
pout,0,614,720,128,150,0,0,0,0,128,150,,,,2019-08-07,,
promise,0,1071,903,144,121,0,0,0,0,144,121,,,,2019-08-07,,
punch,1,640,480,176,132,0,0,0,0,176,132,20,1.76,0,2019-08-07,,
regretdecisions,0,1920,1080,178,100,0,0,0,0,178,100,,,,2019-08-07,,
rengethink,0,340,340,140,140,0,0,0,0,140,140,,,,2019-08-07,,
restrainedanger,1,498,270,184,100,0,0,0,0,184,100,67,5.36,0,2019-08-07,,
riddhethink,0,548,516,129,121,0,0,0,0,129,121,,,,2019-08-07,,
ringomusume,0,1920,1080,178,100,0,0,0,0,178,100,,,,2019-08-07,,
romance,0,1080,1080,140,140,0,0,0,0,140,140,,,,2019-08-07,,
rum,1,1276,720,184,104,0,0,0,0,184,104,24,1,1,2019-08-07,,
sagiri,0,418,360,140,121,0,0,0,0,140,121,,,,2019-08-07,,
sakurathink,0,360,328,133,121,0,0,0,0,133,121,,,,2019-08-07,,
saltymug,0,1280,720,178,100,0,0,0,0,178,100,,,,2019-08-07,,
sassyimouto,0,361,409,132,150,0,0,0,0,132,150,,,,2019-08-07,,
satisfyingbev,0,1366,768,178,100,0,0,0,0,178,100,,,,2019-08-07,,
scaredillya,0,1366,768,178,100,0,0,0,0,178,100,,,,2019-08-07,,
scarredforlife,0,953,1079,132,150,0,0,0,0,132,150,,,,2019-08-07,,
serialkillerlaugh,1,540,300,184,102,0,0,0,0,184,102,33,3.3,0,2019-08-07,,
shades,0,1064,768,152,110,0,0,0,0,152,110,,,,2019-08-07,,
shakeit,1,1920,1020,184,104,0,0,0,0,184,104,50,2.08,1,2019-08-07,,
shirayukiappeased,1,498,281,184,104,0,0,0,0,184,104,19,3,0,2019-08-07,,
shockedsotoka,0,1060,768,152,110,0,0,0,0,152,110,,,,2019-08-07,,
sickness,0,1920,1080,178,100,0,0,0,0,178,100,,,,2019-08-07,,
slowgrin,1,598,338,184,104,0,0,0,0,184,104,18,0.72,0,2019-08-07,,
smoke,0,1014,782,150,116,0,0,0,0,150,116,,,,2019-08-07,,
smugboard,0,1920,1080,178,100,0,0,0,0,178,100,,,,2019-08-07,,
smugkaguya,0,745,701,129,121,0,0,0,0,129,121,,,,2019-08-07,,
smugkillua,0,959,1086,132,150,0,0,0,0,132,150,,,,2019-08-07,,
smugtouru,0,1280,720,178,100,0,0,0,0,178,100,,,,2019-08-07,,
sobright,0,1280,720,178,100,0,0,0,0,178,100,,,,2019-08-07,,
soon,0,1134,756,150,100,0,0,0,0,150,100,,,,2019-08-07,,
spacetears,1,365,274,160,120,0,0,0,0,160,120,32,3.2,1,2019-08-07,,
spilledtea,0,662,773,128,150,0,0,0,0,128,150,,,,2019-08-07,,
spinning,1,435,435,160,160,0,0,0,0,160,160,24,1,1,2019-08-07,,
spooked,1,800,720,160,144,0,0,0,0,160,144,26,1.08,1,2019-08-07,,
suddenshock,0,1280,720,178,100,0,0,0,0,178,100,,,,2019-08-07,,
sulking,0,1366,768,178,100,0,0,0,0,178,100,,,,2019-08-07,,
surefam,0,324,324,140,140,0,0,0,0,140,140,,,,2019-08-07,,
surprisedpikachu,0,443,388,138,121,0,0,0,0,138,121,,,,2019-08-07,,
tablesleep,0,1280,720,178,100,0,0,0,0,178,100,,,,2019-08-07,,
takeoutthetrash,1,598,338,184,104,0,0,0,0,184,104,46,4.6,0,2019-08-07,,
tanakalove,0,1280,720,178,100,0,0,0,0,178,100,,,,2019-08-07,,
tch,0,1920,1080,178,100,0,0,0,0,178,100,,,,2019-08-07,,
terminate,0,1134,756,150,100,0,0,0,0,150,100,,,,2019-08-07,,
thatsmyfetish,0,1100,700,157,100,0,0,0,0,157,100,,,,2019-08-07,,
thebutton,0,993,558,178,100,0,0,0,0,178,100,,,,2019-08-07,,
therethere,1,538,354,176,116,0,0,0,0,176,116,9,0.72,1,2019-08-07,,
theydidwhat,0,1168,768,152,100,0,0,0,0,152,100,,,,2019-08-07,,
threatening,0,1280,720,178,100,0,0,0,0,178,100,,,,2019-08-07,,
throwsalt,1,598,338,184,104,0,0,0,0,184,104,14,1.4,1,2019-08-07,,
tooexcitedforsleep,0,1920,1080,178,100,0,0,0,0,178,100,,,,2019-08-07,,
toohighforthis,0,216,216,140,140,0,0,0,0,140,140,,,,2019-08-07,,
umucool,0,100,100,100,100,0,0,0,0,100,100,,,,2019-08-07,,
unko,0,1920,1080,178,100,0,0,0,0,178,100,,,,2019-08-07,,
upvote,1,638,360,184,104,0,0,0,0,184,104,16,1.44,0,2019-08-07,,
vacationcup,0,1079,1079,140,140,0,0,0,0,140,140,,,,2019-08-07,,
whathaveidone,0,1440,1078,150,112,0,0,0,0,150,112,,,,2019-08-07,,
whippersnappers,0,939,626,150,100,0,0,0,0,150,100,,,,2019-08-07,,
why,0,1279,925,152,110,0,0,0,0,152,110,,,,2019-08-07,,
whyhime,0,1440,1078,150,112,0,0,0,0,150,112,,,,2019-08-07,,
wipetears,0,1366,768,178,100,0,0,0,0,178,100,,,,2019-08-07,,
womanlytears,0,1429,1080,148,112,0,0,0,0,148,112,,,,2019-08-07,,
worshipme,0,500,404,144,116,0,0,0,0,144,116,,,,2019-08-07,,
wtfdidijustwatch,0,1920,1080,178,100,0,0,0,0,178,100,,,,2019-08-07,,
yoihug,0,888,888,140,140,0,0,0,0,140,140,,,,2019-08-07,,
yorokobe,1,500,250,192,96,0,0,0,0,192,96,10,1,0,2019-08-07,,
kotohoops,0,128,128,128,128,0,0,0,0,128,128,,,,2019-08-09,,
mischievous,0,1920,1080,178,100,0,0,0,0,178,100,,,,2019-08-09,,
yuristare,0,1280,720,178,100,0,0,0,0,178,100,,,,2019-09-14,,
tiredaoi,0,1280,720,178,100,0,0,0,0,178,100,,,,2019-09-14,,
yohane,0,1366,768,178,100,0,0,0,0,178,100,,,,2019-09-14,,
